O*NET-SOC Code,Skill,Importance,Title
29-1217.00,Reading Comprehension,4.12,Neurologists
29-1217.00,Speaking,4.12,Neurologists
29-1217.00,Critical Thinking,4.12,Neurologists
29-1217.00,Social Perceptiveness,4.12,Neurologists
29-1217.00,Complex Problem Solving,4.12,Neurologists
29-1218.00,Reading Comprehension,4.12,Obstetricians and Gynecologists
29-1218.00,Active Listening,4.12,Obstetricians and Gynecologists
29-1218.00,Speaking,4.12,Obstetricians and Gynecologists
29-1221.00,Reading Comprehension,4.12,"Pediatricians, General"
29-1221.00,Active Listening,4.12,"Pediatricians, General"
27-2012.03,Judgment and Decision Making,4.12,Media Programming Directors
27-2012.03,Reading Comprehension,4.12,Media Programming Directors
21-2011.00,Reading Comprehension,4.12,Clergy
25-1042.00,Instructing,4.12,"Biological Science Teachers, Postsecondary"
25-1043.00,Writing,4.12,"Forestry and Conservation Science Teachers, Postsecondary"
11-3121.00,Active Listening,4.12,Human Resources Managers
43-4061.00,Active Listening,4.12,"Eligibility Interviewers, Government Programs"
25-1052.00,Reading Comprehension,4.12,"Chemistry Teachers, Postsecondary"
25-1052.00,Writing,4.12,"Chemistry Teachers, Postsecondary"
25-1052.00,Speaking,4.12,"Chemistry Teachers, Postsecondary"
43-4041.00,Active Listening,4.12,"Credit Authorizers, Checkers, and Clerks"
25-1053.00,Reading Comprehension,4.12,"Environmental Science Teachers, Postsecondary"
25-1053.00,Speaking,4.12,"Environmental Science Teachers, Postsecondary"
25-1054.00,Reading Comprehension,4.12,"Physics Teachers, Postsecondary"
25-1054.00,Speaking,4.12,"Physics Teachers, Postsecondary"
25-1054.00,Science,4.12,"Physics Teachers, Postsecondary"
25-1061.00,Active Listening,4.12,"Anthropology and Archeology Teachers, Postsecondary"
25-1061.00,Writing,4.12,"Anthropology and Archeology Teachers, Postsecondary"
25-1061.00,Instructing,4.12,"Anthropology and Archeology Teachers, Postsecondary"
25-1062.00,Speaking,4.12,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
25-1062.00,Instructing,4.12,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
25-1063.00,Speaking,4.12,"Economics Teachers, Postsecondary"
25-1064.00,Writing,4.12,"Geography Teachers, Postsecondary"
25-1064.00,Speaking,4.12,"Geography Teachers, Postsecondary"
25-1064.00,Instructing,4.12,"Geography Teachers, Postsecondary"
25-1065.00,Reading Comprehension,4.12,"Political Science Teachers, Postsecondary"
25-1066.00,Reading Comprehension,4.12,"Psychology Teachers, Postsecondary"
25-1066.00,Speaking,4.12,"Psychology Teachers, Postsecondary"
25-1066.00,Instructing,4.12,"Psychology Teachers, Postsecondary"
25-1043.00,Reading Comprehension,4.12,"Forestry and Conservation Science Teachers, Postsecondary"
25-1042.00,Learning Strategies,4.12,"Biological Science Teachers, Postsecondary"
25-9031.00,Instructing,4.12,Instructional Coordinators
25-1041.00,Learning Strategies,4.12,"Agricultural Sciences Teachers, Postsecondary"
21-2011.00,Writing,4.12,Clergy
23-1011.00,Complex Problem Solving,4.12,Lawyers
23-1011.00,Judgment and Decision Making,4.12,Lawyers
23-1012.00,Writing,4.12,Judicial Law Clerks
23-1021.00,Writing,4.12,"Administrative Law Judges, Adjudicators, and Hearing Officers"
23-1021.00,Judgment and Decision Making,4.12,"Administrative Law Judges, Adjudicators, and Hearing Officers"
23-1022.00,Writing,4.12,"Arbitrators, Mediators, and Conciliators"
23-1022.00,Speaking,4.12,"Arbitrators, Mediators, and Conciliators"
23-1023.00,Writing,4.12,"Judges, Magistrate Judges, and Magistrates"
23-1023.00,Speaking,4.12,"Judges, Magistrate Judges, and Magistrates"
23-1023.00,Complex Problem Solving,4.12,"Judges, Magistrate Judges, and Magistrates"
23-2093.00,Reading Comprehension,4.12,"Title Examiners, Abstractors, and Searchers"
25-1011.00,Instructing,4.12,"Business Teachers, Postsecondary"
25-1021.00,Instructing,4.12,"Computer Science Teachers, Postsecondary"
25-1022.00,Speaking,4.12,"Mathematical Science Teachers, Postsecondary"
25-1031.00,Reading Comprehension,4.12,"Architecture Teachers, Postsecondary"
25-1031.00,Speaking,4.12,"Architecture Teachers, Postsecondary"
25-1031.00,Learning Strategies,4.12,"Architecture Teachers, Postsecondary"
25-1031.00,Instructing,4.12,"Architecture Teachers, Postsecondary"
43-4131.00,Active Listening,4.12,Loan Interviewers and Clerks
25-1032.00,Speaking,4.12,"Engineering Teachers, Postsecondary"
25-1032.00,Learning Strategies,4.12,"Engineering Teachers, Postsecondary"
25-1032.00,Instructing,4.12,"Engineering Teachers, Postsecondary"
25-1041.00,Reading Comprehension,4.12,"Agricultural Sciences Teachers, Postsecondary"
25-1041.00,Speaking,4.12,"Agricultural Sciences Teachers, Postsecondary"
25-1071.00,Reading Comprehension,4.12,"Health Specialties Teachers, Postsecondary"
25-1071.00,Speaking,4.12,"Health Specialties Teachers, Postsecondary"
25-1071.00,Instructing,4.12,"Health Specialties Teachers, Postsecondary"
41-9041.00,Persuasion,4.12,Telemarketers
25-1192.00,Speaking,4.12,"Family and Consumer Sciences Teachers, Postsecondary"
25-1193.00,Speaking,4.12,"Recreation and Fitness Studies Teachers, Postsecondary"
25-1193.00,Instructing,4.12,"Recreation and Fitness Studies Teachers, Postsecondary"
25-2012.00,Social Perceptiveness,4.12,"Kindergarten Teachers, Except Special Education"
25-2012.00,Instructing,4.12,"Kindergarten Teachers, Except Special Education"
25-2021.00,Learning Strategies,4.12,"Elementary School Teachers, Except Special Education"
25-2022.00,Speaking,4.12,"Middle School Teachers, Except Special and Career/Technical Education"
25-2022.00,Instructing,4.12,"Middle School Teachers, Except Special and Career/Technical Education"
25-2023.00,Speaking,4.12,"Career/Technical Education Teachers, Middle School"
25-2031.00,Speaking,4.12,"Secondary School Teachers, Except Special and Career/Technical Education"
25-2031.00,Instructing,4.12,"Secondary School Teachers, Except Special and Career/Technical Education"
25-2032.00,Instructing,4.12,"Career/Technical Education Teachers, Secondary School"
39-7012.00,Service Orientation,4.12,Travel Guides
25-2051.00,Speaking,4.12,"Special Education Teachers, Preschool"
25-2057.00,Speaking,4.12,"Special Education Teachers, Middle School"
25-2057.00,Instructing,4.12,"Special Education Teachers, Middle School"
39-6012.00,Social Perceptiveness,4.12,Concierges
25-2058.00,Learning Strategies,4.12,"Special Education Teachers, Secondary School"
25-2059.01,Instructing,4.12,Adapted Physical Education Specialists
39-4031.00,Social Perceptiveness,4.12,"Morticians, Undertakers, and Funeral Arrangers"
25-3041.00,Reading Comprehension,4.12,Tutors
25-3041.00,Instructing,4.12,Tutors
25-9021.00,Speaking,4.12,Farm and Home Management Educators
25-9031.00,Writing,4.12,Instructional Coordinators
25-9031.00,Speaking,4.12,Instructional Coordinators
25-1126.00,Instructing,4.12,"Philosophy and Religion Teachers, Postsecondary"
25-1126.00,Speaking,4.12,"Philosophy and Religion Teachers, Postsecondary"
25-1126.00,Active Listening,4.12,"Philosophy and Religion Teachers, Postsecondary"
25-1112.00,Instructing,4.12,"Law Teachers, Postsecondary"
25-1072.00,Speaking,4.12,"Nursing Instructors and Teachers, Postsecondary"
25-1072.00,Learning Strategies,4.12,"Nursing Instructors and Teachers, Postsecondary"
41-9031.00,Persuasion,4.12,Sales Engineers
25-1081.00,Active Listening,4.12,"Education Teachers, Postsecondary"
25-1081.00,Learning Strategies,4.12,"Education Teachers, Postsecondary"
41-9031.00,Speaking,4.12,Sales Engineers
25-1081.00,Instructing,4.12,"Education Teachers, Postsecondary"
25-1082.00,Reading Comprehension,4.12,"Library Science Teachers, Postsecondary"
25-1082.00,Speaking,4.12,"Library Science Teachers, Postsecondary"
25-1111.00,Active Listening,4.12,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
25-1111.00,Critical Thinking,4.12,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
25-1121.00,Learning Strategies,4.12,"Art, Drama, and Music Teachers, Postsecondary"
25-1125.00,Learning Strategies,4.12,"History Teachers, Postsecondary"
41-4011.00,Active Listening,4.12,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41-3041.00,Service Orientation,4.12,Travel Agents
25-1122.00,Reading Comprehension,4.12,"Communications Teachers, Postsecondary"
25-1122.00,Active Listening,4.12,"Communications Teachers, Postsecondary"
25-1122.00,Speaking,4.12,"Communications Teachers, Postsecondary"
25-1122.00,Instructing,4.12,"Communications Teachers, Postsecondary"
41-3041.00,Active Listening,4.12,Travel Agents
25-1123.00,Speaking,4.12,"English Language and Literature Teachers, Postsecondary"
25-1124.00,Speaking,4.12,"Foreign Language and Literature Teachers, Postsecondary"
41-3011.00,Speaking,4.12,Advertising Sales Agents
25-1125.00,Writing,4.12,"History Teachers, Postsecondary"
11-3121.00,Speaking,4.12,Human Resources Managers
29-1229.05,Active Listening,4.12,Preventive Medicine Physicians
11-1011.00,Systems Evaluation,4.12,Chief Executives
11-1011.03,Writing,4.12,Chief Sustainability Officers
11-3031.01,Reading Comprehension,4.12,Treasurers and Controllers
11-3031.01,Critical Thinking,4.12,Treasurers and Controllers
11-2022.00,Persuasion,4.12,Sales Managers
11-1011.03,Critical Thinking,4.12,Chief Sustainability Officers
11-3051.06,Speaking,4.12,Hydroelectric Production Managers
11-3051.06,Active Listening,4.12,Hydroelectric Production Managers
11-2011.00,Active Listening,4.12,Advertising and Promotions Managers
11-3031.01,Complex Problem Solving,4.12,Treasurers and Controllers
11-1011.00,Persuasion,4.12,Chief Executives
11-1011.00,Monitoring,4.12,Chief Executives
11-3031.01,Judgment and Decision Making,4.12,Treasurers and Controllers
11-3021.00,Critical Thinking,4.12,Computer and Information Systems Managers
11-1011.00,Management of Financial Resources,4.12,Chief Executives
11-1011.00,Negotiation,4.12,Chief Executives
11-1011.00,Systems Analysis,4.12,Chief Executives
13-1199.05,Reading Comprehension,4.0,Sustainability Specialists
21-1021.00,Reading Comprehension,4.0,"Child, Family, and School Social Workers"
51-8021.00,Operations Monitoring,4.0,Stationary Engineers and Boiler Operators
13-1199.04,Judgment and Decision Making,4.0,Business Continuity Planners
49-9041.00,Operation and Control,4.0,Industrial Machinery Mechanics
17-2131.00,Complex Problem Solving,4.0,Materials Engineers
21-1021.00,Service Orientation,4.0,"Child, Family, and School Social Workers"
17-2131.00,Science,4.0,Materials Engineers
53-1043.00,Active Listening,4.0,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
21-1092.00,Active Listening,4.0,Probation Officers and Correctional Treatment Specialists
13-1199.05,Writing,4.0,Sustainability Specialists
13-1199.05,Speaking,4.0,Sustainability Specialists
29-1141.04,Speaking,4.0,Clinical Nurse Specialists
51-8013.03,Operations Monitoring,4.0,Biomass Plant Technicians
17-2131.00,Active Listening,4.0,Materials Engineers
17-2131.00,Reading Comprehension,4.0,Materials Engineers
49-9041.00,Operations Monitoring,4.0,Industrial Machinery Mechanics
21-1092.00,Speaking,4.0,Probation Officers and Correctional Treatment Specialists
49-9041.00,Equipment Maintenance,4.0,Industrial Machinery Mechanics
13-1199.04,Complex Problem Solving,4.0,Business Continuity Planners
29-1011.00,Active Listening,4.0,Chiropractors
29-1141.04,Coordination,4.0,Clinical Nurse Specialists
21-1092.00,Social Perceptiveness,4.0,Probation Officers and Correctional Treatment Specialists
17-2141.01,Critical Thinking,4.0,Fuel Cell Engineers
17-2141.01,Reading Comprehension,4.0,Fuel Cell Engineers
11-9199.02,Critical Thinking,4.0,Compliance Managers
21-1015.00,Active Listening,4.0,Rehabilitation Counselors
29-1141.04,Active Learning,4.0,Clinical Nurse Specialists
29-1141.04,Social Perceptiveness,4.0,Clinical Nurse Specialists
11-9199.02,Reading Comprehension,4.0,Compliance Managers
21-1015.00,Speaking,4.0,Rehabilitation Counselors
21-1015.00,Social Perceptiveness,4.0,Rehabilitation Counselors
29-1223.00,Active Learning,4.0,Psychiatrists
21-1015.00,Service Orientation,4.0,Rehabilitation Counselors
21-1021.00,Judgment and Decision Making,4.0,"Child, Family, and School Social Workers"
17-2112.01,Speaking,4.0,Human Factors Engineers and Ergonomists
17-2112.01,Critical Thinking,4.0,Human Factors Engineers and Ergonomists
21-1091.00,Learning Strategies,4.0,Health Education Specialists
21-1023.00,Critical Thinking,4.0,Mental Health and Substance Abuse Social Workers
11-9179.02,Coordination,4.0,Spa Managers
53-1043.00,Management of Personnel Resources,4.0,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
53-1043.00,Time Management,4.0,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
17-2112.03,Reading Comprehension,4.0,Manufacturing Engineers
11-9179.02,Monitoring,4.0,Spa Managers
21-1023.00,Monitoring,4.0,Mental Health and Substance Abuse Social Workers
17-2112.02,Critical Thinking,4.0,Validation Engineers
17-2112.02,Speaking,4.0,Validation Engineers
11-3031.03,Active Listening,4.0,Investment Fund Managers
17-2112.02,Writing,4.0,Validation Engineers
17-2112.01,Reading Comprehension,4.0,Human Factors Engineers and Ergonomists
11-9179.02,Speaking,4.0,Spa Managers
53-6051.01,Critical Thinking,4.0,Aviation Inspectors
17-2112.01,Complex Problem Solving,4.0,Human Factors Engineers and Ergonomists
53-7011.00,Operations Monitoring,4.0,Conveyor Operators and Tenders
21-1023.00,Reading Comprehension,4.0,Mental Health and Substance Abuse Social Workers
17-2112.03,Mathematics,4.0,Manufacturing Engineers
25-9031.00,Reading Comprehension,4.0,Instructional Coordinators
11-9199.01,Speaking,4.0,Regulatory Affairs Managers
11-9199.01,Writing,4.0,Regulatory Affairs Managers
49-9041.00,Repairing,4.0,Industrial Machinery Mechanics
11-9199.01,Reading Comprehension,4.0,Regulatory Affairs Managers
21-1022.00,Reading Comprehension,4.0,Healthcare Social Workers
21-1022.00,Active Listening,4.0,Healthcare Social Workers
11-3031.03,Reading Comprehension,4.0,Investment Fund Managers
17-2112.03,Complex Problem Solving,4.0,Manufacturing Engineers
25-9021.00,Reading Comprehension,4.0,Farm and Home Management Educators
21-1022.00,Critical Thinking,4.0,Healthcare Social Workers
31-2021.00,Active Listening,4.0,Physical Therapist Assistants
53-1043.00,Coordination,4.0,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
21-1022.00,Coordination,4.0,Healthcare Social Workers
11-3031.03,Critical Thinking,4.0,Investment Fund Managers
49-9041.00,Troubleshooting,4.0,Industrial Machinery Mechanics
19-3011.00,Judgment and Decision Making,4.0,Economists
21-1014.00,Service Orientation,4.0,Mental Health Counselors
43-6014.00,Speaking,4.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
37-1012.00,Time Management,4.0,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
13-1151.00,Social Perceptiveness,4.0,Training and Development Specialists
45-4022.00,Operation and Control,4.0,Logging Equipment Operators
29-1222.00,Science,4.0,"Physicians, Pathologists"
11-9199.10,Critical Thinking,4.0,Wind Energy Development Managers
17-2199.07,Critical Thinking,4.0,Photonics Engineers
29-1151.00,Speaking,4.0,Nurse Anesthetists
31-9094.00,Reading Comprehension,4.0,Medical Transcriptionists
29-1151.00,Active Listening,4.0,Nurse Anesthetists
19-4099.01,Quality Control Analysis,4.0,Quality Control Analysts
29-1222.00,Active Learning,4.0,"Physicians, Pathologists"
17-2199.06,Critical Thinking,4.0,Microsystems Engineers
17-2199.06,Active Listening,4.0,Microsystems Engineers
17-2199.06,Reading Comprehension,4.0,Microsystems Engineers
27-1011.00,Speaking,4.0,Art Directors
27-1011.00,Active Listening,4.0,Art Directors
19-5011.00,Speaking,4.0,Occupational Health and Safety Specialists
13-1151.00,Active Listening,4.0,Training and Development Specialists
29-1222.00,Active Listening,4.0,"Physicians, Pathologists"
29-1151.00,Active Learning,4.0,Nurse Anesthetists
19-4061.00,Reading Comprehension,4.0,Social Science Research Assistants
29-1299.01,Judgment and Decision Making,4.0,Naturopathic Physicians
49-3043.00,Repairing,4.0,Rail Car Repairers
49-3051.00,Repairing,4.0,Motorboat Mechanics and Service Technicians
17-2199.10,Critical Thinking,4.0,Wind Energy Engineers
11-9199.11,Coordination,4.0,Brownfield Redevelopment Specialists and Site Managers
11-9199.11,Monitoring,4.0,Brownfield Redevelopment Specialists and Site Managers
29-1151.00,Complex Problem Solving,4.0,Nurse Anesthetists
11-9199.11,Critical Thinking,4.0,Brownfield Redevelopment Specialists and Site Managers
